Index	Dataset	ID	Keywords	Question	Skip	Generated query ID	Query tree height	Query tree max width	Result	True positives	False positives	False negatives	Precision	Recall	Time
local_english_dbpedia_syn	qald-7-train-multilingual.json	13	Weser, cities	Which cities does the Weser flow through?	no	c13_q3	2	1	No answer	0	0	7	NaN	0,0000	13393,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	13	Weser, cities	Which cities does the Weser flow through?	no	c13_q4	2	1	Partial answer	1	0	6	1,0000	0,1429	13393,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	13	Weser, cities	Which cities does the Weser flow through?	no	c13_q5	2	1	Partial answer	1	0	6	1,0000	0,1429	13393,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	14	FC Porto, ground, capacity	How many seats does the home stadium of FC Porto have?	no	c14_q0	2	2	No answer	0	0	1	NaN	0,0000	35601,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	14	FC Porto, ground, capacity	How many seats does the home stadium of FC Porto have?	no	c14_q1	2	2	No answer	0	0	1	NaN	0,0000	35601,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	14	FC Porto, ground, capacity	How many seats does the home stadium of FC Porto have?	no	c14_q2	2	1	Wrong answer	0	1	1	0,0000	0,0000	35601,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	14	FC Porto, ground, capacity	How many seats does the home stadium of FC Porto have?	no	c14_q3	2	2	No answer	0	0	1	NaN	0,0000	35601,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	14	FC Porto, ground, capacity	How many seats does the home stadium of FC Porto have?	no	c14_q4	2	2	No answer	0	0	1	NaN	0,0000	35601,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	14	FC Porto, ground, capacity	How many seats does the home stadium of FC Porto have?	no	c14_q5	2	2	No answer	0	0	1	NaN	0,0000	35601,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	14	FC Porto, ground, capacity	How many seats does the home stadium of FC Porto have?	no	c14_q6	2	2	No answer	0	0	1	NaN	0,0000	35601,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	14	FC Porto, ground, capacity	How many seats does the home stadium of FC Porto have?	no	c14_q7	2	2	No answer	0	0	1	NaN	0,0000	35601,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	14	FC Porto, ground, capacity	How many seats does the home stadium of FC Porto have?	no	c14_q8	2	2	Wrong answer	0	1	1	0,0000	0,0000	35601,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	15	Robert Kennedy, daughter, spouse	Who is the daughter of Robert Kennedy married to?	no	c15_q0	2	1	No answer	0	0	2	NaN	0,0000	21264,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	15	Robert Kennedy, daughter, spouse	Who is the daughter of Robert Kennedy married to?	no	c15_q1	2	1	No answer	0	0	2	NaN	0,0000	21264,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	15	Robert Kennedy, daughter, spouse	Who is the daughter of Robert Kennedy married to?	no	c15_q2	1	0	Wrong answer	0	1	2	0,0000	0,0000	21264,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	15	Robert Kennedy, daughter, spouse	Who is the daughter of Robert Kennedy married to?	no	c15_q3	2	1	No answer	0	0	2	NaN	0,0000	21264,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	15	Robert Kennedy, daughter, spouse	Who is the daughter of Robert Kennedy married to?	no	c15_q4	2	1	No answer	0	0	2	NaN	0,0000	21264,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	15	Robert Kennedy, daughter, spouse	Who is the daughter of Robert Kennedy married to?	no	c15_q5	2	1	No answer	0	0	2	NaN	0,0000	21264,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	15	Robert Kennedy, daughter, spouse	Who is the daughter of Robert Kennedy married to?	no	c15_q6	2	1	No answer	0	0	2	NaN	0,0000	21264,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	16	books, Kerouac, Viking Press	Which books by Kerouac were published by Viking Press?	no	c16_q0	2	2	Correct answer	3	0	0	1,0000	1,0000	7446,60
local_english_dbpedia_syn	qald-7-train-multilingual.json	17	Amazon Eve, height	How tall is Amazon Eve?	no	c17_q0	2	1	No answer	0	0	1	NaN	0,0000	11282,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	17	Amazon Eve, height	How tall is Amazon Eve?	no	c17_q1	1	0	Imprecise answer	1	68	0	0,0145	1,0000	11282,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	18	museum, The Scream	Which museum exhibits The Scream by Munch?	no	c18_q0	2	1	No answer	0	0	1	NaN	0,0000	2552,20
local_english_dbpedia_syn	qald-7-train-multilingual.json	18	museum, The Scream	Which museum exhibits The Scream by Munch?	no	c18_q1	2	1	No answer	0	0	1	NaN	0,0000	2552,20
local_english_dbpedia_syn	qald-7-train-multilingual.json	19	author, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	c19_q0	2	1	No answer	0	0	1	NaN	0,0000	980252,63
local_english_dbpedia_syn	qald-7-train-multilingual.json	19	author, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	c19_q1	2	1	No answer	0	0	1	NaN	0,0000	980252,63
local_english_dbpedia_syn	qald-7-train-multilingual.json	19	author, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	c19_q2	2	1	Correct answer	1	0	0	1,0000	1,0000	980252,63
local_english_dbpedia_syn	qald-7-train-multilingual.json	19	author, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	c19_q3	2	1	No answer	0	0	1	NaN	0,0000	980252,63
local_english_dbpedia_syn	qald-7-train-multilingual.json	19	author, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	c19_q4	1	0	Imprecise answer	1	110	0	0,0090	1,0000	980252,63
local_english_dbpedia_syn	qald-7-train-multilingual.json	19	author, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	c19_q5	2	1	No answer	0	0	1	NaN	0,0000	980252,63
local_english_dbpedia_syn	qald-7-train-multilingual.json	19	author, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	c19_q6	2	1	No answer	0	0	1	NaN	0,0000	980252,63
local_english_dbpedia_syn	qald-7-train-multilingual.json	19	author, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	c19_q7	2	1	No answer	0	0	1	NaN	0,0000	980252,63
local_english_dbpedia_syn	qald-7-train-multilingual.json	19	author, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	c19_q8	2	1	No answer	0	0	1	NaN	0,0000	980252,63
local_english_dbpedia_syn	qald-7-train-multilingual.json	19	author, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	c19_q9	2	1	No answer	0	0	1	NaN	0,0000	980252,63
local_english_dbpedia_syn	qald-7-train-multilingual.json	20	James Bond, spouse	Is James Bond married?	yes
local_english_dbpedia_syn	qald-7-train-multilingual.json	21	discoverer, Ceres dwarf planet	Who discovered Ceres?	no	c21_q0	2	1	Correct answer	1	0	0	1,0000	1,0000	1248,60
local_english_dbpedia_syn	qald-7-train-multilingual.json	21	discoverer, Ceres dwarf planet	Who discovered Ceres?	no	c21_q1	2	1	Correct answer	1	0	0	1,0000	1,0000	1248,60
local_english_dbpedia_syn	qald-7-train-multilingual.json	22	river, Brooklyn Bridge	Which river does the Brooklyn Bridge cross?	no	c22_q0	2	1	No answer	0	0	1	NaN	0,0000	8851,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	22	river, Brooklyn Bridge	Which river does the Brooklyn Bridge cross?	no	c22_q1	2	1	No answer	0	0	1	NaN	0,0000	8851,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	22	river, Brooklyn Bridge	Which river does the Brooklyn Bridge cross?	no	c22_q2	2	1	No answer	0	0	1	NaN	0,0000	8851,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	22	river, Brooklyn Bridge	Which river does the Brooklyn Bridge cross?	no	c22_q3	2	1	No answer	0	0	1	NaN	0,0000	8851,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	22	river, Brooklyn Bridge	Which river does the Brooklyn Bridge cross?	no	c22_q4	2	1	No answer	0	0	1	NaN	0,0000	8851,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	22	river, Brooklyn Bridge	Which river does the Brooklyn Bridge cross?	no	c22_q5	2	1	No answer	0	0	1	NaN	0,0000	8851,40
local_english_dbpedia_syn	qald-7-train-multilingual.json	23	nickname, Frank The Tank	Who was called Frank The Tank?	yes
local_english_dbpedia_syn	qald-7-train-multilingual.json	24	largest country, world	What is the largest country in the world?	yes
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q0	2	1	No answer	0	0	1	NaN	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q1	2	1	No answer	0	0	1	NaN	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q2	2	1	No answer	0	0	1	NaN	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q3	2	1	Wrong answer	0	7	1	0,0000	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q4	2	1	No answer	0	0	1	NaN	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q5	2	1	No answer	0	0	1	NaN	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q6	2	1	No answer	0	0	1	NaN	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q7	2	1	No answer	0	0	1	NaN	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q8	2	1	No answer	0	0	1	NaN	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q9	2	1	No answer	0	0	1	NaN	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	c25_q10	2	1	Wrong answer	0	7	1	0,0000	0,0000	25845,80
local_english_dbpedia_syn	qald-7-train-multilingual.json	26	coach, ice hockey team, Ankara	Who is the coach of Ankara's ice hockey team?	no	c26_q0	2	1	No answer	0	0	1	NaN	0,0000	30634,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	26	coach, ice hockey team, Ankara	Who is the coach of Ankara's ice hockey team?	no	c26_q1	2	1	No answer	0	0	1	NaN	0,0000	30634,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	26	coach, ice hockey team, Ankara	Who is the coach of Ankara's ice hockey team?	no	c26_q2	2	1	No answer	0	0	1	NaN	0,0000	30634,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	26	coach, ice hockey team, Ankara	Who is the coach of Ankara's ice hockey team?	no	c26_q3	2	1	No answer	0	0	1	NaN	0,0000	30634,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	26	coach, ice hockey team, Ankara	Who is the coach of Ankara's ice hockey team?	no	c26_q4	2	1	No answer	0	0	1	NaN	0,0000	30634,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	26	coach, ice hockey team, Ankara	Who is the coach of Ankara's ice hockey team?	no	c26_q5	2	1	No answer	0	0	1	NaN	0,0000	30634,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	26	coach, ice hockey team, Ankara	Who is the coach of Ankara's ice hockey team?	no	c26_q6	1	0	Wrong answer	0	1	1	0,0000	0,0000	30634,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q0	2	2	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q1	2	2	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q2	2	2	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q3	2	2	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q4	2	3	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q5	2	2	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q6	2	2	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q7	2	1	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q8	2	1	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q9	2	2	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q10	2	2	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	c27_q11	2	1	No answer	0	0	1	NaN	0,0000	15622262,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	28	Douglas Hofstadter, award	Which awards did Douglas Hofstadter win?	no	c28_q0	2	1	No answer	0	0	3	NaN	0,0000	6010,60
local_english_dbpedia_syn	qald-7-train-multilingual.json	28	Douglas Hofstadter, award	Which awards did Douglas Hofstadter win?	no	c28_q1	2	1	No answer	0	0	3	NaN	0,0000	6010,60
local_english_dbpedia_syn	qald-7-train-multilingual.json	28	Douglas Hofstadter, award	Which awards did Douglas Hofstadter win?	no	c28_q2	2	1	Partial answer	2	0	1	1,0000	0,6667	6010,60
local_english_dbpedia_syn	qald-7-train-multilingual.json	28	Douglas Hofstadter, award	Which awards did Douglas Hofstadter win?	no	c28_q3	2	1	No answer	0	0	3	NaN	0,0000	6010,60
local_english_dbpedia_syn	qald-7-train-multilingual.json	28	Douglas Hofstadter, award	Which awards did Douglas Hofstadter win?	no	c28_q4	2	1	Partial answer	2	0	1	1,0000	0,6667	6010,60
local_english_dbpedia_syn	qald-7-train-multilingual.json	29	The Lego Movie, budget	How much did the Lego Movie cost?	no	c29_q0	2	1	Correct answer	1	0	0	1,0000	1,0000	1918,20
local_english_dbpedia_syn	qald-7-train-multilingual.json	30	Piccadilly, route start	Where does Piccadilly start?	no	c30_q0	2	1	Imprecise answer	1	8752	0	0,0001	1,0000	10,20
local_english_dbpedia_syn	qald-7-train-multilingual.json	31	Prince Harry, Prince William, same, parents	Do Prince Harry and Prince William have the same parents?	yes
local_english_dbpedia_syn	qald-7-train-multilingual.json	32	portrayer, Agent Smith	Who played Agent Smith in Matrix?	yes
local_english_dbpedia_syn	qald-7-train-multilingual.json	33	languages, Turkmenistan	How many languages are spoken in Turkmenistan?	yes
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q0	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q1	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q2	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q3	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q4	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q5	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q6	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q7	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q8	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q9	2	1	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q10	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q11	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q12	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q13	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q14	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q15	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q16	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q17	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q18	2	2	Correct answer	2	0	0	1,0000	1,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q19	2	1	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q20	2	2	No answer	0	0	2	NaN	0,0000	436544,00
local_english_dbpedia_syn	qald-7-train-multilingual.json	34	films, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	c34_q21	2	2	No answer	0	0	2	NaN	0,0000	436544,00
